,,,,,,,,,,,,VIP scores from the PLS-DA analysis,,,,
Protein,Accession Number,Protein Name,Peptides per protein,Mean COVID+,Mean COVID-,Median COVID+,Median COVID-,%CV COVID+,%CV COVID-,Mann-Whitney U Test p value,Fold Change,Comp. 1,Comp. 2,Comp. 3,Comp. 4,Comp. 5
sp|P68104|EF1A1_HUMAN,P68104,Elongation factor 1-alpha 1,2,5.80535E-05,5.44091E-05,4.54974E-05,4.12945E-05,47.79959846,78.74845001,0.6901,1.10,0.098759,0.094945,0.20919,0.24171,0.24232
sp|P30043|BLVRB_HUMAN,P30043,Flavin reductase (NADPH),6,0.000104752,7.14156E-05,5.77549E-05,3.53366E-05,80.75704802,107.8920951,0.5481,1.63,0.62533,0.60885,0.60783,0.60729,0.60983
sp|P36222|CH3L1_HUMAN,P36222,Chitinase-3-like protein 1,3,4.42419E-05,3.84828E-05,4.53532E-05,3.71083E-05,72.23976777,35.01783165,1.0001,1.22,0.3747,0.38592,0.42434,0.425,0.42537
sp|Q14697|GANAB_HUMAN,Q14697,Neutral alpha-glucosidase AB,1,1.71842E-05,1.53962E-05,1.98922E-05,1.45581E-05,52.97379767,50.01484392,0.5481,1.37,0.3249,0.35798,0.37617,0.37679,0.37676
sp|Q9NP55|BPIA1_HUMAN,Q9NP55,BPI fold-containing family A member 1,6,0.001092352,0.000166257,0.000753737,0.000127129,120.814603,92.17243854,0.1511,5.93,1.3738,1.3214,1.3216,1.3216,1.3213
sp|P61106|RAB14_HUMAN,P61106,Ras-related protein Rab-14,2,9.29686E-05,5.10593E-05,8.99356E-05,3.4168E-05,60.33817567,62.14615327,0.3101,2.63,1.3254,1.2625,1.2556,1.2572,1.2569
sp|Q9UBD6|RHCG_HUMAN,Q9UBD6,Ammonium transporter Rh type C,4,0.000170329,0.000235066,9.84959E-05,0.000211991,67.5645609,45.98861302,0.5481,0.46,0.87034,0.83794,0.83337,0.83332,0.83336
sp|P04179|SODM_HUMAN,P04179,"Superoxide dismutase [Mn], mitochondrial",3,6.13297E-05,8.56972E-05,4.98901E-05,6.12447E-05,46.48342577,70.37436073,0.6901,0.81,0.80978,0.92276,0.91922,0.91785,0.91781
sp|P54819|KAD2_HUMAN,P54819,"Adenylate kinase 2, mitochondrial",3,0.00010873,0.000123891,4.68728E-05,6.28337E-05,130.4840554,128.5140796,0.6901,0.75,0.17143,0.27813,0.29769,0.30395,0.30394
sp|Q9NZ08|ERAP1_HUMAN,Q9NZ08,Endoplasmic reticulum aminopeptidase 1,1,1.06699E-05,6.62537E-06,1.02453E-05,3.75387E-06,37.3864116,107.4261668,0.3101,2.73,1.061,1.0432,1.0376,1.0362,1.0359
sp|Q06323|PSME1_HUMAN,Q06323,Proteasome activator complex subunit 1,1,1.1262E-05,9.45881E-06,1.23605E-05,1.06226E-05,76.88495047,39.58763989,0.8411,1.16,0.41154,0.46687,0.51398,0.51337,0.51363
sp|Q9HC38|GLOD4_HUMAN,Q9HC38,Glyoxalase domain-containing protein 4,4,9.22221E-05,7.98596E-05,6.87601E-05,9.10659E-05,41.50486849,34.80733429,1.0001,0.76,0.65365,0.63154,0.63499,0.63418,0.634
sp|P63000|RAC1_HUMAN,P63000,Ras-related C3 botulinum toxin substrate 1,2,2.35169E-05,8.41946E-06,2.30293E-05,7.52689E-06,43.46763876,39.02843968,0.0161,3.06,2.1374,2.0377,2.0269,2.025,2.0244
sp|P07476|INVO_HUMAN,P07476,Involucrin,1,9.00015E-06,6.38398E-06,6.27529E-06,2.92443E-06,94.26997207,135.4363118,0.3101,2.15,0.48127,0.48536,0.48305,0.48232,0.48242
sp|P52565|GDIR1_HUMAN,P52565,Rho GDP-dissociation inhibitor 1,2,0.000127669,0.000128743,0.000104812,0.000122672,67.84424997,28.4650897,0.3101,0.85,0.04754,0.26112,0.31232,0.31447,0.31445
sp|P01033|TIMP1_HUMAN,P01033,Metalloproteinase inhibitor 1,5,0.000329976,0.000306276,0.000351437,0.000265108,44.17831031,53.16569214,0.8411,1.33,0.22718,0.31364,0.31276,0.31376,0.31367
sp|P59998|ARPC4_HUMAN,P59998,Actin-related protein 2/3 complex subunit 4,2,0.00010953,8.44877E-05,0.000100381,9.10591E-05,72.61503939,40.67033984,0.6901,1.10,0.62214,0.66045,0.66703,0.66708,0.66703
sp|A0A0A0MS15|HV349_HUMAN,A0A0A0MS15,Immunoglobulin heavy variable 3-49,5,0.000539554,0.000345224,0.000475635,0.000399205,68.12975641,52.68529631,0.4211,1.19,1.0313,1.0938,1.0895,1.088,1.0878
sp|P01040|CYTA_HUMAN,P01040,Cystatin-A,6,0.001475816,0.002554968,0.001403619,0.001594479,36.51706873,82.23842946,0.5481,0.88,1.0698,1.082,1.0763,1.0754,1.0752
sp|P02753|RET4_HUMAN,P02753,Retinol-binding protein 4,1,2.12635E-05,3.01785E-05,2.04196E-05,2.93965E-05,67.16305214,60.21212181,0.6901,0.69,0.82218,0.9344,0.93354,0.93215,0.93208
sp|P01042|KNG1_HUMAN,P01042,Kininogen-1,4,6.31003E-05,9.11251E-05,5.39216E-05,8.2528E-05,47.58588298,85.56262712,1.0001,0.65,0.72292,0.72678,0.74001,0.74538,0.74566
sp|P58499|FAM3B_HUMAN,P58499,Protein FAM3B,6,0.000166513,8.52049E-05,0.000170671,7.59229E-05,35.12570715,41.30238203,0.0321,2.25,1.9309,1.8552,1.845,1.8439,1.8435
sp|P08582|TRFM_HUMAN,P08582,Melanotransferrin,1,2.81266E-05,9.50511E-06,2.19132E-05,3.19728E-06,52.25494589,108.9123088,0.0561,6.85,1.8271,1.7512,1.7433,1.7437,1.744
sp|P13073|COX41_HUMAN,P13073,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",2,6.10087E-05,4.62151E-05,6.47476E-05,4.26981E-05,31.56332659,35.39382026,0.4211,1.52,1.2024,1.2151,1.2087,1.2075,1.2073
sp|O14818|PSA7_HUMAN,O14818,Proteasome subunit alpha type-7,4,0.000108736,9.92926E-05,7.1716E-05,4.15932E-05,74.16177723,80.84697302,0.8411,1.72,0.17765,0.65619,0.65318,0.65222,0.65211
sp|O43278|SPIT1_HUMAN,O43278,Kunitz-type protease inhibitor 1,3,5.37668E-05,6.03507E-05,5.30675E-05,4.83719E-05,30.97495001,54.62460632,1.0001,1.10,0.42717,0.65233,0.64872,0.65232,0.6526
sp|P68371|TBB4B_HUMAN,P68371,Tubulin beta-4B chain,3,3.50964E-05,3.11929E-05,3.7271E-05,2.97749E-05,33.43197171,77.57564943,1.0001,1.25,0.31837,0.33793,0.40695,0.41332,0.41376
sp|Q99497|PARK7_HUMAN,Q99497,Parkinson disease protein 7,4,7.28529E-05,6.68266E-05,5.69091E-05,5.95552E-05,44.24768551,39.79204,1.0001,0.96,0.34412,0.49256,0.49728,0.4986,0.49847
sp|P59666|DEF3_HUMAN,P59666,Neutrophil defensin 3,5,0.00136464,0.002301419,0.000850665,0.002292912,112.2722288,64.62392517,0.2221,0.37,0.93653,0.89959,0.89755,0.89911,0.89935
sp|P20700|LMNB1_HUMAN,P20700,Lamin-B1,1,8.86106E-06,9.44076E-06,5.6173E-06,1.16664E-05,79.36833844,60.69289377,1.0001,0.48,0.18497,0.38649,0.3861,0.3968,0.39925
sp|Q13231|CHIT1_HUMAN,Q13231,Chitotriosidase-1,7,0.000200148,0.000125924,0.000143499,0.000133443,84.99786698,49.29216461,0.5481,1.08,0.85628,0.81586,0.83195,0.83187,0.83166
sp|A0A0B4J1Y9|HV372_HUMAN,A0A0B4J1Y9,Immunoglobulin heavy variable 3-72,3,6.28589E-05,5.2733E-05,5.45147E-05,6.59792E-05,35.94171746,47.27930421,0.6901,0.83,0.68425,0.69676,0.70093,0.70999,0.71077
sp|Q99880|H2B1L_HUMAN,Q99880,Histone H2B type 1-L,1,0.000133286,4.78746E-05,0.000114926,4.63934E-05,75.64579387,68.05629181,0.2221,2.48,1.5283,1.4612,1.4534,1.4514,1.4515
sp|P02750|A2GL_HUMAN,P02750,Leucine-rich alpha-2-glycoprotein,3,8.12349E-05,8.02418E-05,9.0241E-05,6.9414E-05,24.42772422,46.91617601,1.0001,1.30,2.83E-16,0.2885,0.29122,0.30777,0.30892
sp|P53634|CATC_HUMAN,P53634,Dipeptidyl peptidase 1,4,9.97015E-05,6.10784E-05,9.12229E-05,6.10971E-05,38.61839045,72.06266815,0.2221,1.49,1.3258,1.2686,1.2651,1.264,1.2637
sp|P17931|LEG3_HUMAN,P17931,Galectin-3,4,0.000223386,0.000154596,0.000241762,0.000151155,22.41501557,52.89631255,0.3101,1.60,1.377,1.3206,1.3135,1.3119,1.3119
sp|P01619|KV320_HUMAN,P01619,Immunoglobulin kappa variable 3-20,4,0.00229251,0.001327192,0.001766056,0.001519487,38.63097943,65.67850736,0.1511,1.16,1.5394,1.495,1.4872,1.485,1.4846
sp|Q13162|PRDX4_HUMAN,Q13162,Peroxiredoxin-4,2,7.97455E-05,6.18901E-05,6.69065E-05,4.02388E-05,39.11980065,64.27711524,0.4211,1.66,0.81442,0.8646,0.87069,0.87899,0.88037
sp|P00492|HPRT_HUMAN,P00492,Hypoxanthine-guanine phosphoribosyltransferase,3,5.27709E-05,5.40092E-05,3.7752E-05,5.24787E-05,94.77298116,40.17774335,0.5481,0.72,0.033051,0.053793,0.10767,0.15952,0.1598
sp|P19021|AMD_HUMAN,P19021,Peptidyl-glycine alpha-amidating monooxygenase,5,9.96448E-05,6.76015E-05,9.0389E-05,6.29374E-05,28.75215351,23.34766577,0.0951,1.44,1.766,1.6832,1.6796,1.6771,1.6767
sp|Q14914|PTGR1_HUMAN,Q14914,Prostaglandin reductase 1,3,5.07252E-05,4.13842E-05,5.80884E-05,3.98599E-05,39.47196867,38.45155916,0.5481,1.46,0.78908,0.86648,0.86938,0.86969,0.86954
sp|P32119|PRDX2_HUMAN,P32119,Peroxiredoxin-2,3,8.85019E-05,7.29775E-05,6.89374E-05,6.40583E-05,73.60388389,68.68310737,0.8411,1.08,0.44146,0.42987,0.43854,0.43891,0.4426
sp|P14314|GLU2B_HUMAN,P14314,Glucosidase 2 subunit beta,2,9.42792E-06,1.03001E-05,9.33793E-06,1.00002E-05,33.68017534,29.4262683,0.3101,0.93,0.37344,0.45982,0.49166,0.49146,0.49143
sp|P25786|PSA1_HUMAN,P25786,Proteasome subunit alpha type-1,3,3.8356E-05,4.06084E-05,4.74763E-05,4.82053E-05,48.66889968,55.11429346,0.6901,0.98,0.1708,0.27065,0.34387,0.37716,0.37901
sp|O00764|PDXK_HUMAN,O00764,Pyridoxal kinase,3,0.000145912,6.97253E-05,8.54863E-05,4.65758E-05,97.86117861,73.06651239,0.4211,1.84,1.038,0.99185,0.98716,0.98916,0.98969
sp|O15143|ARC1B_HUMAN,O15143,Actin-related protein 2/3 complex subunit 1B,2,4.83725E-05,3.60552E-05,3.60158E-05,3.9301E-05,85.09783397,47.84961731,1.0001,0.92,0.6024,0.58496,0.6042,0.60576,0.60558
sp|P09228|CYTT_HUMAN,P09228,Cystatin-SA,5,0.000552895,0.000865387,0.000372574,0.000969867,96.13238328,47.1586807,0.4211,0.38,0.95174,1.0029,0.99929,0.9981,0.99809
sp|Q13011|ECH1_HUMAN,Q13011,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",1,2.30535E-05,1.69695E-05,2.35044E-05,1.52452E-05,45.5676939,38.16463568,0.4211,1.54,1.0775,1.147,1.1439,1.1422,1.1418
sp|Q8NFT8|DNER_HUMAN,Q8NFT8,Delta and Notch-like epidermal growth factor-related receptor,1,6.19492E-06,4.74266E-06,4.17573E-06,2.52742E-06,64.0004162,85.9062508,0.4211,1.65,0.55903,0.55233,0.55084,0.55039,0.5509
sp|Q9BRF8|CPPED_HUMAN,Q9BRF8,Serine/threonine-protein phosphatase CPPED1,3,2.81731E-05,2.83378E-05,1.4696E-05,2.32151E-05,96.92528338,31.53289025,0.4211,0.63,3.54E-16,0.22297,0.23017,0.25199,0.25196
sp|P61916|NPC2_HUMAN,P61916,NPC intracellular cholesterol transporter 2,3,7.51157E-05,7.90154E-05,6.37476E-05,7.81976E-05,48.6435575,45.44189468,0.8411,0.82,0.080087,0.40334,0.41376,0.41524,0.41512
sp|P01031|CO5_HUMAN,P01031,Complement C5,2,1.02213E-05,1.38931E-05,7.55055E-06,1.24089E-05,70.04337151,60.43540605,0.5481,0.61,0.71065,0.78541,0.78684,0.78777,0.78858
sp|P00367|DHE3_HUMAN,P00367,"Glutamate dehydrogenase 1, mitochondrial",3,6.88786E-05,5.23785E-05,5.87526E-05,4.48748E-05,62.95553376,43.18504701,0.4211,1.31,0.73113,0.81657,0.81327,0.81435,0.81433
sp|P05090|APOD_HUMAN,P05090,Apolipoprotein D,5,0.00011292,0.000111772,9.0805E-05,9.65706E-05,43.73110481,48.46444261,0.8411,0.94,0.0062912,0.26353,0.29204,0.29224,0.29348
sp|P10253|LYAG_HUMAN,P10253,Lysosomal alpha-glucosidase,1,3.12254E-06,1.6264E-06,3.8675E-06,1.08739E-06,55.77466821,99.48488699,0.4211,3.56,1.267,1.2567,1.2602,1.2583,1.2582
sp|O75594|PGRP1_HUMAN,O75594,Peptidoglycan recognition protein 1,5,0.000370763,0.000302222,0.000291119,0.000315629,84.2433755,65.72739614,1.0001,0.92,0.41733,0.42248,0.46829,0.46876,0.46903
sp|Q9UBX7|KLK11_HUMAN,Q9UBX7,Kallikrein-11,3,0.00012804,4.99265E-05,0.000111294,4.26792E-05,40.61353978,50.88341078,0.0321,2.61,2.1014,2.0297,2.0184,2.0156,2.0152
sp|Q10567|AP1B1_HUMAN,Q10567,AP-1 complex subunit beta-1,4,7.86933E-05,0.000103227,7.01763E-05,9.81662E-05,56.93412774,44.39066718,0.5481,0.71,0.83861,0.83116,0.84031,0.83953,0.83987
sp|P12532|KCRU_HUMAN,P12532,"Creatine kinase U-type, mitochondrial",4,0.000105022,8.45989E-05,7.43376E-05,8.71602E-05,60.01616108,23.41193947,1.0001,0.85,0.68823,0.77511,0.786,0.78508,0.785
sp|P08575|PTPRC_HUMAN,P08575,Receptor-type tyrosine-protein phosphatase C,1,8.86736E-06,1.3213E-05,4.52856E-06,1.12606E-05,78.13530358,76.1823726,0.6901,0.40,0.79171,0.75476,0.75309,0.75307,0.75299
sp|Q9NQR4|NIT2_HUMAN,Q9NQR4,Omega-amidase NIT2,1,5.7709E-06,8.42962E-06,8.12503E-06,7.65344E-06,70.3643281,63.69736953,1.0001,1.06,0.85009,0.87463,0.87004,0.87613,0.87587
sp|Q00325|MPCP_HUMAN,Q00325,"Phosphate carrier protein, mitochondrial",4,6.54028E-05,3.33456E-05,6.06491E-05,3.10832E-05,40.15325741,62.03542067,0.0951,1.95,1.7398,1.7148,1.7063,1.7041,1.7036
sp|P25789|PSA4_HUMAN,P25789,Proteasome subunit alpha type-4,4,0.000272576,0.000187601,0.000132625,6.10224E-05,101.2443311,131.1205804,0.3101,2.17,0.51688,0.65082,0.64722,0.65032,0.65013
sp|P06331|HV434_HUMAN,P06331,Immunoglobulin heavy variable 4-34,4,0.001476189,0.00094089,0.001610876,0.00100151,38.43853685,54.08601446,0.1511,1.61,1.3693,1.3323,1.3252,1.3246,1.3243
sp|P14550|AK1A1_HUMAN,P14550,Aldo-keto reductase family 1 member A1,2,5.83928E-05,4.4565E-05,4.37848E-05,2.87561E-05,55.83653226,95.02876856,0.3101,1.52,0.56356,0.66949,0.66618,0.66645,0.66696
sp|Q12907|LMAN2_HUMAN,Q12907,Vesicular integral-membrane protein VIP36,4,6.36851E-05,5.65006E-05,4.81118E-05,6.41489E-05,52.07681547,35.20159416,1.0001,0.75,0.42592,0.65865,0.65813,0.65774,0.6586
sp|P02730|B3AT_HUMAN,P02730,Band 3 anion transport protein,3,4.43194E-05,1.98568E-05,4.42021E-05,7.25135E-06,88.28419332,94.83776889,0.2221,6.10,1.1512,1.1505,1.1442,1.1426,1.1423
sp|P06753|TPM3_HUMAN,P06753,Tropomyosin alpha-3 chain,1,8.90935E-06,9.83202E-06,5.73496E-06,7.07317E-06,86.49442665,86.5685828,0.6901,0.81,0.20075,0.22007,0.23136,0.24591,0.24597
sp|P37802|TAGL2_HUMAN,P37802,Transgelin-2,2,3.43151E-05,4.73644E-05,3.52507E-05,5.29174E-05,58.81985392,75.03990155,0.8411,0.67,0.70934,0.69204,0.69473,0.69718,0.69728
sp|O75390|CISY_HUMAN,O75390,"Citrate synthase, mitochondrial",1,1.26091E-05,1.02878E-05,1.36216E-05,8.3048E-06,62.66806693,59.69990473,0.8411,1.64,0.5133,0.65227,0.65108,0.6501,0.65049
sp|A0A0C4DH68|KV224_HUMAN,A0A0C4DH68,Immunoglobulin kappa variable 2-24,6,0.000923935,0.000198547,0.000464973,0.000150629,129.1215606,67.3861355,0.0321,3.09,1.2359,1.2399,1.2401,1.2385,1.2384
sp|P25774|CATS_HUMAN,P25774,Cathepsin S,3,9.87907E-05,9.06539E-05,3.83968E-05,7.70868E-05,100.7594273,55.44424468,0.8411,0.50,0.20471,0.52259,0.52494,0.52966,0.53067
sp|P43652|AFAM_HUMAN,P43652,Afamin,1,5.93943E-06,1.03671E-05,6.37975E-06,8.35058E-06,67.93335584,42.09869382,0.1511,0.76,1.5001,1.4528,1.4509,1.4491,1.4487
sp|Q8TCT9|HM13_HUMAN,Q8TCT9,Minor histocompatibility antigen H13,1,1.80985E-05,5.12091E-06,3.75965E-06,1.97839E-06,120.0836199,145.7970589,0.1511,1.90,1.1733,1.1299,1.1243,1.1228,1.1232
sp|P19827|ITIH1_HUMAN,P19827,Inter-alpha-trypsin inhibitor heavy chain H1,2,3.66229E-05,0.000183825,2.26712E-05,0.000187674,106.6575918,39.04010854,0.0161,0.12,2.352,2.2523,2.2419,2.2393,2.2386
sp|Q9UJ70|NAGK_HUMAN,Q9UJ70,N-acetyl-D-glucosamine kinase,1,1.3481E-05,7.01927E-06,5.99023E-06,3.3122E-06,104.6931581,130.275268,0.6901,1.81,0.82992,0.87636,0.87223,0.8739,0.87405
sp|Q14019|COTL1_HUMAN,Q14019,Coactosin-like protein,4,0.000285498,0.00025224,0.000263251,0.00027039,67.90131296,31.66380474,1.0001,0.97,0.33127,0.34811,0.37372,0.37512,0.37624
sp|P62826|RAN_HUMAN,P62826,GTP-binding nuclear protein Ran,4,0.000153952,0.000133728,0.000162124,0.000135741,42.33286863,41.36380386,0.6901,1.19,0.49797,0.5801,0.58714,0.58643,0.58663
sp|O60664|PLIN3_HUMAN,O60664,Perilipin-3,3,3.06832E-05,1.93877E-05,3.58071E-05,9.74385E-06,66.60878886,112.6758453,0.5481,3.67,0.82539,0.86699,0.86748,0.86753,0.86774
sp|P00390|GSHR_HUMAN,P00390,"Glutathione reductase, mitochondrial",2,3.0037E-05,3.43824E-05,1.23663E-05,1.36328E-05,91.50691844,115.0118422,1.0001,0.91,0.19792,0.41533,0.42089,0.43017,0.43087
sp|Q9Y394|DHRS7_HUMAN,Q9Y394,Dehydrogenase/reductase SDR family member 7,3,2.56903E-05,2.24838E-05,2.0897E-05,2.15505E-05,72.49220585,28.18567916,0.8411,0.97,0.34133,0.32747,0.34675,0.35818,0.35833
sp|P48637|GSHB_HUMAN,P48637,Glutathione synthetase,2,2.60713E-05,2.17264E-05,2.63007E-05,1.5093E-05,31.40247406,53.0891479,0.5481,1.74,0.67983,0.8483,0.84361,0.84292,0.84298
sp|O95274|LYPD3_HUMAN,O95274,Ly6/PLAUR domain-containing protein 3,4,0.000230163,0.000226341,0.00025248,0.000226799,29.24541246,40.60353248,1.0001,1.11,7.08E-17,0.46066,0.46034,0.4648,0.46467
sp|Q9UHA7|IL36A_HUMAN,Q9UHA7,Interleukin-36 alpha,2,4.05254E-05,3.21697E-05,3.66831E-05,2.04917E-05,66.35857332,102.9383031,0.5481,1.79,0.45531,0.43646,0.43405,0.44123,0.44169
sp|P60953|CDC42_HUMAN,P60953,Cell division control protein 42 homolog,4,0.000211332,7.70225E-05,0.00027016,3.45594E-05,72.39447965,115.8162726,0.0561,7.82,1.4606,1.3924,1.3867,1.3847,1.3846
sp|Q9UL52|TM11E_HUMAN,Q9UL52,Transmembrane protease serine 11E,2,4.44826E-05,4.40237E-05,5.11522E-05,3.42081E-05,41.48755166,72.77475059,0.5481,1.50,0.024474,0.41886,0.4188,0.42063,0.42295
sp|P22626|ROA2_HUMAN,P22626,Heterogeneous nuclear ribonucleoproteins A2/B1,2,2.9177E-05,4.08655E-05,3.00957E-05,4.33237E-05,39.68075711,33.81303712,0.1511,0.69,1.2858,1.234,1.2433,1.2417,1.2414
sp|Q92876|KLK6_HUMAN,Q92876,Kallikrein-6,4,9.32253E-05,0.000104051,4.76017E-05,5.80832E-05,79.35682302,93.46869204,1.0001,0.82,0.21412,0.2457,0.31624,0.31578,0.31628
sp|P08571|CD14_HUMAN,P08571,Monocyte differentiation antigen CD14,3,0.000101313,6.31801E-05,6.21798E-05,2.94233E-05,70.84349533,82.76753096,0.2221,2.11,0.93131,0.88748,0.89405,0.89271,0.89256
sp|A0A0C4DH38|HV551_HUMAN,A0A0C4DH38,Immunoglobulin heavy variable 5-51,4,0.000309758,0.000317704,0.000312011,0.000325726,47.1599264,13.68301265,0.5481,0.96,0.12038,0.53896,0.55149,0.55099,0.55097
sp|P02042|HBD_HUMAN,P02042,Hemoglobin subunit delta,5,0.0002467,0.000161946,6.15686E-05,0.000161685,151.8827275,17.53014211,0.4211,0.38,0.51601,0.51552,0.51676,0.51632,0.51717
sp|P19652|A1AG2_HUMAN,P19652,Alpha-1-acid glycoprotein 2,1,3.04495E-05,4.5924E-05,3.67073E-05,4.03876E-05,59.51727532,78.87017612,0.5481,0.91,0.81314,0.87069,0.86986,0.86881,0.86855
sp|P10599|THIO_HUMAN,P10599,Thioredoxin,4,0.000107136,8.86853E-05,0.000103063,9.97485E-05,29.83940263,46.27818269,0.6901,1.03,0.73161,0.84536,0.84211,0.84168,0.84199
sp|Q15084|PDIA6_HUMAN,Q15084,Protein disulfide-isomerase A6,4,9.56721E-05,8.41489E-05,8.95965E-05,7.96715E-05,41.2939613,37.9960573,0.6901,1.12,0.5059,0.76227,0.75904,0.75857,0.75854
sp|P51148|RAB5C_HUMAN,P51148,Ras-related protein Rab-5C,1,6.33374E-06,2.76102E-06,4.68915E-06,2.14149E-06,61.39153709,109.876675,0.0951,2.19,1.4269,1.359,1.3621,1.3606,1.3602
sp|P01019|ANGT_HUMAN,P01019,Angiotensinogen,3,6.9496E-05,6.63272E-05,4.65011E-05,7.45203E-05,86.46048074,60.76611486,0.8411,0.62,0.076197,0.15551,0.16142,0.17047,0.17255
sp|P62987|RL40_HUMAN,P62987,Ubiquitin-60S ribosomal protein L40,3,0.000459402,0.000642677,0.00036477,0.000723293,57.96120947,48.73548281,0.4211,0.50,0.93978,1.0224,1.0209,1.0199,1.0197
sp|O15145|ARPC3_HUMAN,O15145,Actin-related protein 2/3 complex subunit 3,2,4.62396E-05,3.05043E-05,2.52489E-05,2.42593E-05,105.5932734,60.53558274,0.8411,1.04,0.65303,0.64132,0.65025,0.65405,0.65386
sp|Q86UX7|URP2_HUMAN,Q86UX7,Fermitin family homolog 3,1,8.86859E-06,8.30456E-06,6.62146E-06,4.45913E-06,77.67894954,115.6521438,0.6901,1.48,0.10238,0.40133,0.4108,0.41106,0.41095
sp|P13987|CD59_HUMAN,P13987,CD59 glycoprotein,4,0.00020282,0.000107092,0.000172979,9.41967E-05,36.06506935,34.96927965,0.0321,1.84,1.9507,1.8801,1.8697,1.8669,1.8664
sp|P08697|A2AP_HUMAN,P08697,Alpha-2-antiplasmin,2,2.60769E-05,2.92143E-05,1.56969E-05,3.35612E-05,68.90967862,40.67251945,0.8411,0.47,0.33539,0.3612,0.40962,0.40946,0.40939
sp|P0DOX3|IGD_HUMAN,P0DOX3,Immunoglobulin delta heavy chain,2,9.8003E-05,7.61165E-05,0.000115782,7.33037E-05,36.95522682,79.8797048,0.3101,1.58,0.76425,0.76054,0.77698,0.77906,0.77899
sp|P61088|UBE2N_HUMAN,P61088,Ubiquitin-conjugating enzyme E2 N,1,1.84761E-05,1.46651E-05,1.81068E-05,1.15012E-05,35.76884899,47.5213327,0.1511,1.57,0.83059,0.84415,0.84526,0.8443,0.84472
sp|Q9Y490|TLN1_HUMAN,Q9Y490,Talin-1,1,5.65184E-06,5.58538E-06,1.32565E-06,6.7236E-06,112.0470563,37.94332336,0.6901,0.20,0.033723,0.27085,0.26942,0.28583,0.2871
sp|Q9BQR3|PRS27_HUMAN,Q9BQR3,Serine protease 27,1,2.41331E-05,1.11132E-05,2.43535E-05,6.90322E-06,60.03865153,102.0589133,0.0951,3.53,1.4145,1.3472,1.3398,1.3378,1.3378
sp|Q9BVK6|TMED9_HUMAN,Q9BVK6,Transmembrane emp24 domain-containing protein 9,3,9.41621E-05,7.26218E-05,6.90459E-05,7.08415E-05,72.39216175,73.48739957,0.8411,0.97,0.54878,0.59063,0.58864,0.59306,0.59305
sp|P27695|APEX1_HUMAN,P27695,DNA-(apurinic or apyrimidinic site) endonuclease,1,1.75548E-05,1.02627E-05,1.37146E-05,6.96589E-06,103.2975975,72.7209315,0.6901,1.97,0.80586,0.77433,0.77144,0.77038,0.77077
sp|P04433|KV311_HUMAN,P04433,Immunoglobulin kappa variable 3-11,2,3.87678E-05,3.58512E-05,3.78033E-05,3.03415E-05,44.94899976,42.14641875,0.6901,1.25,0.29193,0.58446,0.58147,0.582,0.58194
sp|Q16651|PRSS8_HUMAN,Q16651,Prostasin,4,0.000304065,0.000191073,0.000284073,0.000165495,62.39197519,51.73699019,0.5481,1.72,1.0724,1.1045,1.1075,1.1064,1.1061
sp|P29218|IMPA1_HUMAN,P29218,Inositol monophosphatase 1,1,1.89696E-05,6.47891E-06,1.3835E-05,8.45723E-06,55.53062869,61.91575981,0.0321,1.64,1.8915,1.8294,1.8193,1.8168,1.8163
sp|P22352|GPX3_HUMAN,P22352,Glutathione peroxidase 3,2,1.71279E-05,2.05661E-05,1.54811E-05,2.32717E-05,33.96936688,58.39613297,0.4211,0.67,0.57143,0.79937,0.79558,0.79616,0.79592
sp|P25788|PSA3_HUMAN,P25788,Proteasome subunit alpha type-3,2,2.5629E-05,2.21651E-05,2.35848E-05,1.73277E-05,64.00164496,54.87424734,0.4211,1.36,0.38118,0.54506,0.54205,0.5473,0.54714
sp|P30040|ERP29_HUMAN,P30040,Endoplasmic reticulum resident protein 29,2,1.67485E-05,1.22652E-05,1.30494E-05,9.91543E-06,42.279861,86.50239789,0.3101,1.32,0.78725,0.86311,0.85958,0.8589,0.85935
sp|Q9Y376|CAB39_HUMAN,Q9Y376,Calcium-binding protein 39,1,1.71376E-05,7.48137E-06,1.58013E-05,8.92698E-06,39.11730904,56.76169341,0.0321,1.77,1.9636,1.8701,1.8616,1.8589,1.8584
sp|P31946|1433B_HUMAN,P31946,14-3-3 protein beta/alpha,2,4.01885E-05,4.34821E-05,2.34202E-05,5.00998E-05,90.37579333,49.65945779,0.5481,0.47,0.21899,0.24429,0.31279,0.31447,0.31444
sp|P47755|CAZA2_HUMAN,P47755,F-actin-capping protein subunit alpha-2,1,1.55042E-05,8.74987E-06,9.78088E-06,8.01569E-06,88.55270753,55.56572354,0.6901,1.22,0.96228,0.91697,0.91972,0.92017,0.92016
sp|P20618|PSB1_HUMAN,P20618,Proteasome subunit beta type-1,1,3.78221E-05,2.12993E-05,2.94429E-05,8.2097E-06,63.89625873,100.6677883,0.3101,3.59,1.0537,1.0159,1.021,1.0196,1.0203
sp|P62330|ARF6_HUMAN,P62330,ADP-ribosylation factor 6,4,7.47728E-05,6.98036E-05,6.18559E-05,3.63262E-05,44.92210434,104.896032,0.1511,1.70,0.13604,0.19397,0.19902,0.21141,0.21585
